,index,region,name,2007_area_gain,2008_area_gain,2009_area_gain,2010_area_gain,2015_area_gain,2016_area_gain,2017_area_gain,2018_area_gain,2019_area_gain,2020_area_gain,2007_area_loss,2008_area_loss,2009_area_loss,2010_area_loss,2015_area_loss,2016_area_loss,2017_area_loss,2018_area_loss,2019_area_loss,2020_area_loss
0,3,ASM,American Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17684054765173143,0.3536762606223718,0.5894626906448962,0.5305158414169381,0.2357815384697819,0.2357815384697819,0.2357815384697819,0.2357815384697819,0.4126148591104368,0.707347057892497
1,5,AGO,Angola,241.98722111595887,376.22376250395814,389.15186583473815,381.4052665081051,402.31187077768266,374.2688066379834,416.6510379842543,389.60974673894736,407.3617260824941,413.7461406977844,693.1111737585628,1017.9250076597732,988.6863947348522,1011.9743535083619,1100.4198264358452,1378.0721396151353,1405.757315632986,1647.6596199986752,1561.6726563691575,1673.8009204508598
2,6,AIA,Anguilla,0.11565442971011157,0.11565442971011157,0.28913542749246535,0.6939248534534549,0.9830614307537994,0.809580073648516,0.5782719329126528,0.4047905039554457,0.23130936245897787,0.23130950618079188,1.3299829991317622,1.503453279377356,1.5034870133827236,1.0987083049507942,0.4626078636371367,0.4047802894617179,0.40476906861757417,0.9251918484320036,1.098693706466491,0.9830383425513272
3,8,ATG,Antigua and Barbuda,8.995709160165699,25.94502583028714,32.90367701923377,51.64643632008764,43.5817321342518,46.71087740344043,51.80932258876673,61.494494042054335,66.0170708065418,69.67043446860251,79.2447898823525,98.16576026095743,95.67184361790856,70.7233748087278,58.24495615187307,41.77140114846746,36.66997723267464,37.657867320726986,46.12991734281861,60.46646677715799
4,11,ABW,Aruba,0.4750565548108766,0.4750565548108766,0.5344406386240411,0.5938260148980778,0.7719784651932324,0.7719784651932324,0.7719784651932324,0.6532135301394586,0.6532135301394586,0.6532135301394586,9.323233592377452,12.886244790242225,13.59884170804054,13.301919346920513,12.054890432514735,12.054890432514735,12.054890432514735,14.667765001389878,14.667765001389878,12.411198218379004
5,12,AUS,Australia,18852.336218028202,28084.20949273244,29568.536194396245,27265.609491241717,24755.049799756987,23617.031746152155,25262.239150866364,26919.167140560916,27658.727383007878,26985.07165654039,45326.374213667594,72115.6279081493,73782.33659862177,78612.33916894459,86884.19643228351,92458.1580214159,90805.06479931434,86725.17573161889,84687.25637197455,90141.15021853673
6,15,BHS,Bahamas,300.3759960096012,683.8522146601646,1054.1646655126372,989.6062165696574,815.3443713955509,651.1988226765561,817.0960034566041,945.3265577352038,1192.9423494009775,1346.0244835613191,10776.357491497052,18770.49892196158,19392.30804641862,24079.919835549666,26655.231433321365,26368.723789077987,25567.206328948767,25177.946910266688,23462.003069140992,20563.993265601825
7,16,BHR,Bahrain,26.205569993371086,31.355859690503536,32.94468920745337,25.445517003363186,2.737247816640238,1.1492920480433615,1.1500676004213837,2.0821436852888193,1.5891581039220293,2.0243741644152338,4.718759424227476,5.102585309052768,5.1572735225054,5.593711828387393,7.563000654277673,7.947009881036648,7.5079295233150996,6.904198841737518,7.178622646102435,7.783103039547194
8,17,BGD,Bangladesh,15615.90521781856,18367.557754093694,19305.660670429497,20588.13693017978,23729.36575858349,25658.02586006443,24925.074644684,27239.672847705337,27378.53547883975,28870.994257008668,10640.76541380469,14062.11177077198,15897.003452996798,17429.900563795665,22541.66114826792,23891.702216673937,24306.277963864064,23820.539495956396,24700.164312244637,25033.603967202198
9,18,BRB,Barbados,0.533280049503915,1.0665521977180126,0.8887973274966655,1.185058008936032,0.5925271331126113,0.23700761974861573,0.1777544541289789,0.2370051763948629,0.5332618549784562,1.1850457404836987,0.0,0.2370029930639492,0.2370029930639492,0.0,0.23701338997725996,0.4740243366374027,0.5925287964117978,0.651782221849288,0.4147686759856777,0.11850440772621341
10,21,BLZ,Belize,596.1020799377608,925.3630112809267,899.1974881845504,777.3291100857589,685.6709161815268,661.369004391336,746.9560151620358,1038.1244551358093,1184.6307169674142,1152.709804411136,2167.3582491823527,3361.5243926975536,3722.842166886603,3991.6483718489903,4238.846264059864,4404.492626036411,4232.964589440373,3793.3682236024,3614.3195228707345,3805.552084540094
11,22,BEN,Benin,101.26575354091968,212.9262541462471,349.12428312599184,450.4565312871546,506.4706844157736,528.2199731801553,533.8387496562367,514.5018566678274,505.19774803058715,527.6737377430887,775.580443189557,1026.929506310875,973.0237840688995,734.4092192500976,583.8234242314186,481.23037864132505,501.28617199857905,493.02479643785483,513.2710992525654,588.3880065441831
12,26,BES,"Bonaire, Sint Eustatius and Saba",0.5946840627511244,0.7136209140109795,0.7136196121076583,0.5946817484898995,0.6541494749678954,0.7136167668080379,0.8920164730398333,0.7136133425059392,0.6541467739646648,0.8325529909517477,34.96670292722805,44.541096224776936,48.76331274041925,55.8993290800424,61.78649313428866,65.77079176776452,64.165232981549,65.29513506337055,66.90074195384373,64.58151330647235
13,30,BRA,Brazil,22912.535573059333,32306.37470767843,34103.386437400186,33120.12372721652,39437.2195352614,49041.21507098292,59384.553997683535,66170.66998114999,70811.19730846607,71210.28038500441,34626.83566828166,48296.102219450695,50203.36956994426,53841.67103417131,65726.54937809732,70109.23885883411,71048.61768618527,74942.4330107777,79940.7406153308,81108.42961296157
