,10,9,8,7,6,5,4,3,2,1,0
2007,5743.351820085198,58.24027356877923,90.49727376550436,106.1701531521976,114.91302018240094,162.52478116378188,214.8159135878086,320.8580610714853,461.0710702314973,767.4351090453565,1341.4941957443953
2008,553.5999830514193,25.840472027659416,28.441712860018015,39.443504862487316,61.4024645909667,86.34014947339892,122.45357018709183,199.411969255656,329.7848275974393,608.6458970680833,1387.9708499275148
2009,788.799974963069,33.946565594524145,32.758386585861444,51.73810736462474,66.55186349153519,114.26907454803586,159.37761250510812,289.2925882190466,544.0408499389887,1134.8240403942764,2877.6141441613436
2010,630.272744063288,37.432326298207045,57.254638988524675,61.286117654293776,84.74991058185697,127.83573328331113,195.27589489519596,314.8501193448901,578.9711708799005,1154.7744789980352,2980.3278953544796
2015,3301.0238099098206,74.19180124253035,85.79418078064919,92.20019294694066,120.96100576594472,160.2973263002932,204.780645288527,334.16719871386886,614.4437586218119,1253.7301079891622,3121.1632677316666
2016,1199.4735484160483,71.44010440632701,84.97458202391863,101.27327350899577,131.24260669201612,167.4183061234653,245.50906218215823,384.8543982580304,662.1533920578659,1275.763655360788,3308.653535105288
2017,551.2755141817033,35.35032228380442,49.67673930898309,74.4774781242013,99.2407749965787,148.9781777858734,245.78618222475052,461.25160988792777,840.0999490022659,1604.097002428025,3803.8404944203794
2018,272.19370268285275,37.748669158667326,48.96163948997855,56.292683366686106,94.50782300159335,131.78604416176677,227.72739293053746,390.94305354356766,721.3746993280947,1438.757471319288,3457.6122147403657
2019,805.595486626029,73.92084174975753,101.8256208114326,122.14846676960588,194.21342953667045,238.17916828393936,361.97662745788693,506.76116416603327,793.5008237995207,1337.112439982593,3003.741012275219
2020,2035.390990357846,87.48012974113226,113.38845421746373,140.29532238841057,169.90859219431877,247.9362495020032,319.9728680960834,444.81301967427135,667.2156342417002,1061.3743519708514,2137.7984550110996
