overall accuracy,0.8944184231069477
cohen kappa,0.7778454737296709
""
Confidence Interval,90%,95%,98%,99%
Overall Accuracy,0.004978387869736272,0.005949780624806764,0.00707295349785702,0.007831854087755842
""
class,f1-score,precision,recall,support
Mangroves,0.8632653061224489,0.8772293654085441,0.8497388509441542,2489
Mangroves > Not Mangroves,0.5894206549118387,0.4957627118644068,0.7267080745341615,483
Not Mangroves,0.9444205701188942,0.9613589967920677,0.9280686936936937,7104
Not Mangroves > Mangroves,0.48306997742663654,0.3948339483394834,0.622093023255814,172
""
macro avg,0.7200441271449546,0.6822962556011256,0.7816521606069557,10248
weighted (pixel) avg,0.900235098507338,0.9094733638424682,0.8944184231069477,10248
""
Confidence Interval,90%,95%,98%,99%
Mangroves,0.01096097213953134,0.013099698410659407,0.015572600661651236,0.017243480560970036
Mangroves > Not Mangroves,0.030816380496274418,0.036829332788230404,0.04378180887580451,0.04847942785389513
Not Mangroves,0.003816911599573208,0.004561674838514322,0.005422807333539985,0.00600465361396273
Not Mangroves > Mangroves,0.04869717015216213,0.058199057011120596,0.06918561369179133,0.07660896280035262
""
Point Count Confusion Matrix
,Mangroves,Mangroves > Not Mangroves,Not Mangroves,Not Mangroves > Mangroves,User Acc
Mangroves,2115,119,194,61,84.97388509441542
Mangroves > Not Mangroves,84,351,48,0,72.67080745341616
Not Mangroves,172,236,6593,103,92.80686936936937
Not Mangroves > Mangroves,40,2,23,107,62.2093023255814
Producer,87.72293654085442,49.57627118644068,96.13589967920677,39.48339483394834
""
